Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:118761] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612556763.492658] [lassen801:118761:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:118761] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:118761] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.1, s0 -7.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 2.856253464975275e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=8.4734 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=844.125
step.max=943 | t_sim.max=0.00023575 | t_step.max=1.09962 | min_pressure=92.4347 | max_pressure=472.374 | min_temperature=286.751 | max_temperature=457.498 | memory_usage.max=2389.31
step.max=944 | t_sim.max=0.000236 | t_step.max=1.09922 | min_pressure=91.7564 | max_pressure=472.368 | min_temperature=284.27 | max_temperature=457.497 | memory_usage.max=2389.31
step.max=945 | t_sim.max=0.00023625 | t_step.max=1.09945 | min_pressure=91.7104 | max_pressure=472.362 | min_temperature=282.226 | max_temperature=457.496 | memory_usage.max=2393.31
step.max=946 | t_sim.max=0.0002365 | t_step.max=1.09899 | min_pressure=92.6655 | max_pressure=472.355 | min_temperature=281.226 | max_temperature=457.494 | memory_usage.max=2396.38
step.max=947 | t_sim.max=0.00023675 | t_step.max=1.09866 | min_pressure=95.0507 | max_pressure=472.349 | min_temperature=281.981 | max_temperature=457.493 | memory_usage.max=2396.38
step.max=948 | t_sim.max=0.000237 | t_step.max=1.09889 | min_pressure=95.1121 | max_pressure=472.342 | min_temperature=285.222 | max_temperature=457.491 | memory_usage.max=2398.19
step.max=949 | t_sim.max=0.00023725 | t_step.max=1.09901 | min_pressure=93.966 | max_pressure=472.335 | min_temperature=290.298 | max_temperature=457.49 | memory_usage.max=2398.19
step.max=950 | t_sim.max=0.0002375 | t_step.max=1.23274 | min_pressure=92.8718 | max_pressure=472.329 | min_temperature=287.908 | max_temperature=457.488 | memory_usage.max=2402
step.max=951 | t_sim.max=0.00023775 | t_step.max=1.09936 | min_pressure=92.0068 | max_pressure=472.322 | min_temperature=285.382 | max_temperature=457.487 | memory_usage.max=2410.56
step.max=952 | t_sim.max=0.000238 | t_step.max=1.09935 | min_pressure=91.6283 | max_pressure=472.315 | min_temperature=283.07 | max_temperature=457.485 | memory_usage.max=2410.56
step.max=953 | t_sim.max=0.00023825 | t_step.max=1.09937 | min_pressure=92.0736 | max_pressure=472.308 | min_temperature=281.506 | max_temperature=457.484 | memory_usage.max=2410.56
step.max=954 | t_sim.max=0.0002385 | t_step.max=1.09903 | min_pressure=93.7437 | max_pressure=472.301 | min_temperature=281.36 | max_temperature=457.482 | memory_usage.max=2410.56
step.max=955 | t_sim.max=0.00023875 | t_step.max=1.09999 | min_pressure=95.6208 | max_pressure=472.293 | min_temperature=283.394 | max_temperature=457.481 | memory_usage.max=2413
step.max=956 | t_sim.max=0.000239 | t_step.max=1.09913 | min_pressure=94.4925 | max_pressure=472.286 | min_temperature=288.132 | max_temperature=457.479 | memory_usage.max=2414.56
step.max=957 | t_sim.max=0.00023925 | t_step.max=1.09891 | min_pressure=93.3559 | max_pressure=472.279 | min_temperature=289.033 | max_temperature=457.478 | memory_usage.max=2415.62
step.max=958 | t_sim.max=0.0002395 | t_step.max=1.10034 | min_pressure=92.3587 | max_pressure=472.272 | min_temperature=286.537 | max_temperature=457.476 | memory_usage.max=2415.62
step.max=959 | t_sim.max=0.00023975 | t_step.max=1.09945 | min_pressure=91.7191 | max_pressure=472.264 | min_temperature=284.07 | max_temperature=457.474 | memory_usage.max=2415.62
step.max=960 | t_sim.max=0.00024 | t_step.max=1.09915 | min_pressure=91.7397 | max_pressure=472.257 | min_temperature=282.085 | max_temperature=457.473 | memory_usage.max=2419.5
step.max=961 | t_sim.max=0.00024025 | t_step.max=1.09907 | min_pressure=92.7951 | max_pressure=472.249 | min_temperature=281.2 | max_temperature=457.471 | memory_usage.max=2419.5
step.max=962 | t_sim.max=0.0002405 | t_step.max=1.09895 | min_pressure=95.3201 | max_pressure=472.242 | min_temperature=282.135 | max_temperature=457.469 | memory_usage.max=2423.31
step.max=963 | t_sim.max=0.00024075 | t_step.max=1.09925 | min_pressure=95.0171 | max_pressure=472.234 | min_temperature=285.602 | max_temperature=457.468 | memory_usage.max=2423.31
step.max=964 | t_sim.max=0.000241 | t_step.max=1.09885 | min_pressure=93.8693 | max_pressure=472.227 | min_temperature=290.108 | max_temperature=457.466 | memory_usage.max=2423.31
step.max=965 | t_sim.max=0.00024125 | t_step.max=1.09908 | min_pressure=92.7854 | max_pressure=472.219 | min_temperature=287.696 | max_temperature=457.464 | memory_usage.max=2423.31
step.max=966 | t_sim.max=0.0002415 | t_step.max=1.1 | min_pressure=91.9486 | max_pressure=472.211 | min_temperature=285.17 | max_temperature=457.463 | memory_usage.max=2427.38
step.max=967 | t_sim.max=0.00024175 | t_step.max=1.09948 | min_pressure=91.6236 | max_pressure=472.204 | min_temperature=282.896 | max_temperature=457.461 | memory_usage.max=2427.38
step.max=968 | t_sim.max=0.000242 | t_step.max=1.0996 | min_pressure=92.1538 | max_pressure=472.196 | min_temperature=281.42 | max_temperature=457.459 | memory_usage.max=2427.38
step.max=969 | t_sim.max=0.00024225 | t_step.max=1.09957 | min_pressure=93.9459 | max_pressure=472.188 | min_temperature=281.425 | max_temperature=457.458 | memory_usage.max=2431.19
step.max=970 | t_sim.max=0.0002425 | t_step.max=1.09942 | min_pressure=95.5285 | max_pressure=472.181 | min_temperature=283.67 | max_temperature=457.456 | memory_usage.max=2431.19
step.max=971 | t_sim.max=0.00024275 | t_step.max=1.09946 | min_pressure=94.3947 | max_pressure=472.173 | min_temperature=288.644 | max_temperature=457.454 | memory_usage.max=2431.19
step.max=972 | t_sim.max=0.000243 | t_step.max=1.10017 | min_pressure=93.2623 | max_pressure=472.165 | min_temperature=288.828 | max_temperature=457.453 | memory_usage.max=2435.31
step.max=973 | t_sim.max=0.00024325 | t_step.max=1.10035 | min_pressure=92.2845 | max_pressure=472.158 | min_temperature=286.32 | max_temperature=457.451 | memory_usage.max=2435.31
step.max=974 | t_sim.max=0.0002435 | t_step.max=1.09976 | min_pressure=91.6863 | max_pressure=472.15 | min_temperature=283.872 | max_temperature=457.449 | memory_usage.max=2439.38
step.max=975 | t_sim.max=0.00024375 | t_step.max=1.09915 | min_pressure=91.7772 | max_pressure=472.142 | min_temperature=281.951 | max_temperature=457.448 | memory_usage.max=2439.38
step.max=976 | t_sim.max=0.000244 | t_step.max=1.09944 | min_pressure=92.9371 | max_pressure=472.135 | min_temperature=281.188 | max_temperature=457.446 | memory_usage.max=2439.38
step.max=977 | t_sim.max=0.00024425 | t_step.max=1.09932 | min_pressure=95.6088 | max_pressure=472.127 | min_temperature=282.312 | max_temperature=457.444 | memory_usage.max=2443.44
step.max=978 | t_sim.max=0.0002445 | t_step.max=1.0994 | min_pressure=94.9206 | max_pressure=472.119 | min_temperature=286.008 | max_temperature=457.443 | memory_usage.max=2443.44
step.max=979 | t_sim.max=0.00024475 | t_step.max=1.09904 | min_pressure=93.7718 | max_pressure=472.112 | min_temperature=289.913 | max_temperature=457.441 | memory_usage.max=2447.5
step.max=980 | t_sim.max=0.000245 | t_step.max=1.09981 | min_pressure=92.6998 | max_pressure=472.104 | min_temperature=287.481 | max_temperature=457.439 | memory_usage.max=2447.5
step.max=981 | t_sim.max=0.00024525 | t_step.max=1.09963 | min_pressure=91.8935 | max_pressure=472.097 | min_temperature=284.958 | max_temperature=457.438 | memory_usage.max=2447.5
step.max=982 | t_sim.max=0.0002455 | t_step.max=1.09989 | min_pressure=91.6252 | max_pressure=472.089 | min_temperature=282.725 | max_temperature=457.436 | memory_usage.max=2451.62
step.max=983 | t_sim.max=0.00024575 | t_step.max=1.09916 | min_pressure=92.2442 | max_pressure=472.081 | min_temperature=281.345 | max_temperature=457.434 | memory_usage.max=2451.62
step.max=984 | t_sim.max=0.000246 | t_step.max=1.09922 | min_pressure=94.1629 | max_pressure=472.074 | min_temperature=281.508 | max_temperature=457.433 | memory_usage.max=2454.81
step.max=985 | t_sim.max=0.00024625 | t_step.max=1.09924 | min_pressure=95.4346 | max_pressure=472.066 | min_temperature=283.97 | max_temperature=457.431 | memory_usage.max=2454.81
step.max=986 | t_sim.max=0.0002465 | t_step.max=1.09909 | min_pressure=94.2959 | max_pressure=472.059 | min_temperature=289.183 | max_temperature=457.429 | memory_usage.max=2454.81
step.max=987 | t_sim.max=0.00024675 | t_step.max=1.09944 | min_pressure=93.169 | max_pressure=472.051 | min_temperature=288.62 | max_temperature=457.428 | memory_usage.max=2458.94
step.max=988 | t_sim.max=0.000247 | t_step.max=1.10688 | min_pressure=92.2125 | max_pressure=472.044 | min_temperature=286.102 | max_temperature=457.426 | memory_usage.max=2458.94
step.max=989 | t_sim.max=0.00024725 | t_step.max=1.09961 | min_pressure=91.6583 | max_pressure=472.036 | min_temperature=283.676 | max_temperature=457.424 | memory_usage.max=2463.19
step.max=990 | t_sim.max=0.0002475 | t_step.max=1.09931 | min_pressure=91.823 | max_pressure=472.029 | min_temperature=281.825 | max_temperature=457.423 | memory_usage.max=2463.19
step.max=991 | t_sim.max=0.00024775 | t_step.max=1.09957 | min_pressure=93.0917 | max_pressure=472.021 | min_temperature=281.19 | max_temperature=457.421 | memory_usage.max=2465.38
step.max=992 | t_sim.max=0.000248 | t_step.max=1.09915 | min_pressure=95.9151 | max_pressure=472.014 | min_temperature=282.51 | max_temperature=457.42 | memory_usage.max=2465.38
step.max=993 | t_sim.max=0.00024825 | t_step.max=1.10163 | min_pressure=94.8227 | max_pressure=472.006 | min_temperature=286.44 | max_temperature=457.418 | memory_usage.max=2469.38
step.max=994 | t_sim.max=0.0002485 | t_step.max=1.09916 | min_pressure=93.674 | max_pressure=471.999 | min_temperature=289.714 | max_temperature=457.416 | memory_usage.max=2469.38
step.max=995 | t_sim.max=0.00024875 | t_step.max=1.09972 | min_pressure=92.6153 | max_pressure=471.991 | min_temperature=287.263 | max_temperature=457.415 | memory_usage.max=2469.38
step.max=996 | t_sim.max=0.000249 | t_step.max=1.09968 | min_pressure=91.842 | max_pressure=471.984 | min_temperature=284.745 | max_temperature=457.413 | memory_usage.max=2473.12
step.max=997 | t_sim.max=0.00024925 | t_step.max=1.0992 | min_pressure=91.6335 | max_pressure=471.976 | min_temperature=282.559 | max_temperature=457.411 | memory_usage.max=2473.12
step.max=998 | t_sim.max=0.0002495 | t_step.max=1.11444 | min_pressure=92.3453 | max_pressure=471.969 | min_temperature=281.28 | max_temperature=457.41 | memory_usage.max=2473.12
step.max=999 | t_sim.max=0.00024975 | t_step.max=1.10028 | min_pressure=94.395 | max_pressure=471.961 | min_temperature=281.608 | max_temperature=457.408 | memory_usage.max=2478.69
step.max=1000 | t_sim.max=0.00025 | t_step.max=1.21408 | min_pressure=95.3393 | max_pressure=471.954 | min_temperature=284.293 | max_temperature=457.407 | memory_usage.max=2480.25
step.max=1001 | t_sim.max=0.00025025 | t_step.max=1.0987 | min_pressure=94.1963 | max_pressure=471.946 | min_temperature=289.748 | max_temperature=457.405 | memory_usage.max=2487.69
step.max=1002 | t_sim.max=0.0002505 | t_step.max=1.0982 | min_pressure=93.0761 | max_pressure=471.939 | min_temperature=288.408 | max_temperature=457.403 | memory_usage.max=2487.69
step.max=1003 | t_sim.max=0.00025075 | t_step.max=1.09917 | min_pressure=92.1429 | max_pressure=471.931 | min_temperature=285.882 | max_temperature=457.402 | memory_usage.max=2487.69
step.max=1004 | t_sim.max=0.000251 | t_step.max=1.09962 | min_pressure=91.6356 | max_pressure=471.924 | min_temperature=283.482 | max_temperature=457.4 | memory_usage.max=2487.69
step.max=1005 | t_sim.max=0.00025125 | t_step.max=1.09906 | min_pressure=91.8777 | max_pressure=471.917 | min_temperature=281.706 | max_temperature=457.398 | memory_usage.max=2487.69
step.max=1006 | t_sim.max=0.0002515 | t_step.max=1.09892 | min_pressure=93.2593 | max_pressure=471.909 | min_temperature=281.206 | max_temperature=457.397 | memory_usage.max=2491.25
step.max=1007 | t_sim.max=0.00025175 | t_step.max=1.09881 | min_pressure=95.8397 | max_pressure=471.902 | min_temperature=282.73 | max_temperature=457.395 | memory_usage.max=2491.25
step.max=1008 | t_sim.max=0.000252 | t_step.max=1.09914 | min_pressure=94.7234 | max_pressure=471.894 | min_temperature=286.897 | max_temperature=457.393 | memory_usage.max=2491.25
step.max=1009 | t_sim.max=0.00025225 | t_step.max=1.09926 | min_pressure=93.5759 | max_pressure=471.887 | min_temperature=289.512 | max_temperature=457.392 | memory_usage.max=2495.38
step.max=1010 | t_sim.max=0.0002525 | t_step.max=1.09893 | min_pressure=92.5321 | max_pressure=471.879 | min_temperature=287.043 | max_temperature=457.39 | memory_usage.max=2495.38
step.max=1011 | t_sim.max=0.00025275 | t_step.max=1.09928 | min_pressure=91.7942 | max_pressure=471.872 | min_temperature=284.534 | max_temperature=457.389 | memory_usage.max=2499.19
step.max=1012 | t_sim.max=0.000253 | t_step.max=1.09952 | min_pressure=91.6488 | max_pressure=471.864 | min_temperature=282.399 | max_temperature=457.387 | memory_usage.max=2499.19
step.max=1013 | t_sim.max=0.00025325 | t_step.max=1.09883 | min_pressure=92.4574 | max_pressure=471.857 | min_temperature=281.228 | max_temperature=457.385 | memory_usage.max=2499.19
step.max=1014 | t_sim.max=0.0002535 | t_step.max=1.09876 | min_pressure=94.6427 | max_pressure=471.85 | min_temperature=281.726 | max_temperature=457.384 | memory_usage.max=2499.19
step.max=1015 | t_sim.max=0.00025375 | t_step.max=1.0994 | min_pressure=95.2425 | max_pressure=471.842 | min_temperature=284.641 | max_temperature=457.382 | memory_usage.max=2503.31
step.max=1016 | t_sim.max=0.000254 | t_step.max=1.09904 | min_pressure=94.0961 | max_pressure=471.835 | min_temperature=290.339 | max_temperature=457.38 | memory_usage.max=2503.31
step.max=1017 | t_sim.max=0.00025425 | t_step.max=1.09881 | min_pressure=92.984 | max_pressure=471.827 | min_temperature=288.193 | max_temperature=457.379 | memory_usage.max=2503.31
step.max=1018 | t_sim.max=0.0002545 | t_step.max=1.09962 | min_pressure=92.0758 | max_pressure=471.82 | min_temperature=285.662 | max_temperature=457.377 | memory_usage.max=2507.44
step.max=1019 | t_sim.max=0.00025475 | t_step.max=1.09924 | min_pressure=91.6184 | max_pressure=471.812 | min_temperature=283.291 | max_temperature=457.376 | memory_usage.max=2507.44
step.max=1020 | t_sim.max=0.000255 | t_step.max=1.09949 | min_pressure=91.9415 | max_pressure=471.805 | min_temperature=281.597 | max_temperature=457.374 | memory_usage.max=2507.44
step.max=1021 | t_sim.max=0.00025525 | t_step.max=1.09923 | min_pressure=93.4403 | max_pressure=471.798 | min_temperature=281.238 | max_temperature=457.372 | memory_usage.max=2511.56
step.max=1022 | t_sim.max=0.0002555 | t_step.max=1.09878 | min_pressure=95.7462 | max_pressure=471.79 | min_temperature=282.972 | max_temperature=457.371 | memory_usage.max=2511.56
step.max=1023 | t_sim.max=0.00025575 | t_step.max=1.09903 | min_pressure=94.6232 | max_pressure=471.783 | min_temperature=287.38 | max_temperature=457.369 | memory_usage.max=2515.62
step.max=1024 | t_sim.max=0.000256 | t_step.max=1.0987 | min_pressure=93.4778 | max_pressure=471.775 | min_temperature=289.306 | max_temperature=457.367 | memory_usage.max=2515.62
step.max=1025 | t_sim.max=0.00025625 | t_step.max=1.09953 | min_pressure=92.4506 | max_pressure=471.768 | min_temperature=286.821 | max_temperature=457.366 | memory_usage.max=2515.62
step.max=1026 | t_sim.max=0.0002565 | t_step.max=1.09922 | min_pressure=91.7507 | max_pressure=471.76 | min_temperature=284.323 | max_temperature=457.364 | memory_usage.max=2519.75
step.max=1027 | t_sim.max=0.00025675 | t_step.max=1.09898 | min_pressure=91.6715 | max_pressure=471.753 | min_temperature=282.245 | max_temperature=457.363 | memory_usage.max=2519.75
step.max=1028 | t_sim.max=0.000257 | t_step.max=1.09886 | min_pressure=92.5808 | max_pressure=471.745 | min_temperature=281.187 | max_temperature=457.361 | memory_usage.max=2523.5
step.max=1029 | t_sim.max=0.00025725 | t_step.max=1.09848 | min_pressure=94.9062 | max_pressure=471.738 | min_temperature=281.864 | max_temperature=457.359 | memory_usage.max=2523.5
step.max=1030 | t_sim.max=0.0002575 | t_step.max=1.09892 | min_pressure=95.1446 | max_pressure=471.731 | min_temperature=285.013 | max_temperature=457.358 | memory_usage.max=2523.5
step.max=1031 | t_sim.max=0.00025775 | t_step.max=1.10636 | min_pressure=93.9955 | max_pressure=471.723 | min_temperature=290.363 | max_temperature=457.356 | memory_usage.max=2527.62
step.max=1032 | t_sim.max=0.000258 | t_step.max=1.09867 | min_pressure=92.8928 | max_pressure=471.716 | min_temperature=287.975 | max_temperature=457.354 | memory_usage.max=2529.94
step.max=1033 | t_sim.max=0.00025825 | t_step.max=1.09938 | min_pressure=92.0118 | max_pressure=471.708 | min_temperature=285.441 | max_temperature=457.353 | memory_usage.max=2531.38
step.max=1034 | t_sim.max=0.0002585 | t_step.max=1.09864 | min_pressure=91.6072 | max_pressure=471.701 | min_temperature=283.105 | max_temperature=457.351 | memory_usage.max=2531.38
step.max=1035 | t_sim.max=0.00025875 | t_step.max=1.09935 | min_pressure=92.015 | max_pressure=471.693 | min_temperature=281.497 | max_temperature=457.35 | memory_usage.max=2531.38
step.max=1036 | t_sim.max=0.000259 | t_step.max=1.09919 | min_pressure=93.635 | max_pressure=471.686 | min_temperature=281.286 | max_temperature=457.348 | memory_usage.max=2534.69
step.max=1037 | t_sim.max=0.00025925 | t_step.max=1.09881 | min_pressure=95.6514 | max_pressure=471.679 | min_temperature=283.236 | max_temperature=457.346 | memory_usage.max=2534.69
step.max=1038 | t_sim.max=0.0002595 | t_step.max=1.099 | min_pressure=94.522 | max_pressure=471.671 | min_temperature=287.889 | max_temperature=457.345 | memory_usage.max=2538.88
step.max=1039 | t_sim.max=0.00025975 | t_step.max=1.09882 | min_pressure=93.38 | max_pressure=471.664 | min_temperature=289.096 | max_temperature=457.343 | memory_usage.max=2538.88
step.max=1040 | t_sim.max=0.00026 | t_step.max=1.09972 | min_pressure=92.3712 | max_pressure=471.656 | min_temperature=286.597 | max_temperature=457.341 | memory_usage.max=2538.88
step.max=1041 | t_sim.max=0.00026025 | t_step.max=1.09881 | min_pressure=91.7116 | max_pressure=471.649 | min_temperature=284.115 | max_temperature=457.34 | memory_usage.max=2542.88
step.max=1042 | t_sim.max=0.0002605 | t_step.max=1.10003 | min_pressure=91.7021 | max_pressure=471.641 | min_temperature=282.098 | max_temperature=457.338 | memory_usage.max=2542.88
step.max=1043 | t_sim.max=0.00026075 | t_step.max=1.09834 | min_pressure=92.7161 | max_pressure=471.634 | min_temperature=281.161 | max_temperature=457.337 | memory_usage.max=2547
step.max=1044 | t_sim.max=0.000261 | t_step.max=1.09905 | min_pressure=95.1872 | max_pressure=471.627 | min_temperature=282.024 | max_temperature=457.335 | memory_usage.max=2547
step.max=1045 | t_sim.max=0.00026125 | t_step.max=1.09881 | min_pressure=95.0455 | max_pressure=471.619 | min_temperature=285.41 | max_temperature=457.333 | memory_usage.max=2549.19
step.max=1046 | t_sim.max=0.0002615 | t_step.max=1.09861 | min_pressure=93.8946 | max_pressure=471.612 | min_temperature=290.165 | max_temperature=457.332 | memory_usage.max=2549.19
step.max=1047 | t_sim.max=0.00026175 | t_step.max=1.11459 | min_pressure=92.8027 | max_pressure=471.604 | min_temperature=287.754 | max_temperature=457.33 | memory_usage.max=2549.19
step.max=1048 | t_sim.max=0.000262 | t_step.max=1.09938 | min_pressure=91.951 | max_pressure=471.597 | min_temperature=285.22 | max_temperature=457.329 | memory_usage.max=2554.38
step.max=1049 | t_sim.max=0.00026225 | t_step.max=1.09943 | min_pressure=91.6022 | max_pressure=471.59 | min_temperature=282.923 | max_temperature=457.327 | memory_usage.max=2555.75
step.max=1050 | t_sim.max=0.0002625 | t_step.max=1.21459 | min_pressure=92.0985 | max_pressure=471.582 | min_temperature=281.407 | max_temperature=457.325 | memory_usage.max=2555.75
step.max=1051 | t_sim.max=0.00026275 | t_step.max=1.0984 | min_pressure=93.8455 | max_pressure=471.575 | min_temperature=281.353 | max_temperature=457.324 | memory_usage.max=2564.75
step.max=1052 | t_sim.max=0.000263 | t_step.max=1.09826 | min_pressure=95.5553 | max_pressure=471.567 | min_temperature=283.524 | max_temperature=457.322 | memory_usage.max=2564.75
step.max=1053 | t_sim.max=0.00026325 | t_step.max=1.09843 | min_pressure=94.4203 | max_pressure=471.56 | min_temperature=288.423 | max_temperature=457.32 | memory_usage.max=2564.75
step.max=1054 | t_sim.max=0.0002635 | t_step.max=1.09836 | min_pressure=93.2826 | max_pressure=471.552 | min_temperature=288.883 | max_temperature=457.319 | memory_usage.max=2564.75
step.max=1055 | t_sim.max=0.00026375 | t_step.max=1.09911 | min_pressure=92.294 | max_pressure=471.545 | min_temperature=286.372 | max_temperature=457.317 | memory_usage.max=2568.19
step.max=1056 | t_sim.max=0.000264 | t_step.max=1.09898 | min_pressure=91.6774 | max_pressure=471.538 | min_temperature=283.909 | max_temperature=457.316 | memory_usage.max=2568.19
step.max=1057 | t_sim.max=0.00026425 | t_step.max=1.09884 | min_pressure=91.7409 | max_pressure=471.53 | min_temperature=281.958 | max_temperature=457.314 | memory_usage.max=2568.19
step.max=1058 | t_sim.max=0.0002645 | t_step.max=1.09906 | min_pressure=92.8636 | max_pressure=471.523 | min_temperature=281.148 | max_temperature=457.312 | memory_usage.max=2572.31
step.max=1059 | t_sim.max=0.00026475 | t_step.max=1.09947 | min_pressure=95.4866 | max_pressure=471.515 | min_temperature=282.207 | max_temperature=457.311 | memory_usage.max=2572.31
step.max=1060 | t_sim.max=0.000265 | t_step.max=1.09846 | min_pressure=94.9454 | max_pressure=471.508 | min_temperature=285.832 | max_temperature=457.309 | memory_usage.max=2572.31
step.max=1061 | t_sim.max=0.00026525 | t_step.max=1.09894 | min_pressure=93.7936 | max_pressure=471.501 | min_temperature=289.964 | max_temperature=457.307 | memory_usage.max=2576.44
step.max=1062 | t_sim.max=0.0002655 | t_step.max=1.09938 | min_pressure=92.7139 | max_pressure=471.493 | min_temperature=287.532 | max_temperature=457.306 | memory_usage.max=2576.44
step.max=1063 | t_sim.max=0.00026575 | t_step.max=1.09881 | min_pressure=91.8939 | max_pressure=471.486 | min_temperature=285 | max_temperature=457.304 | memory_usage.max=2576.44
step.max=1064 | t_sim.max=0.000266 | t_step.max=1.09922 | min_pressure=91.6039 | max_pressure=471.478 | min_temperature=282.746 | max_temperature=457.303 | memory_usage.max=2576.44
step.max=1065 | t_sim.max=0.00026625 | t_step.max=1.09906 | min_pressure=92.1923 | max_pressure=471.471 | min_temperature=281.329 | max_temperature=457.301 | memory_usage.max=2580.56
step.max=1066 | t_sim.max=0.0002665 | t_step.max=1.09894 | min_pressure=94.0706 | max_pressure=471.464 | min_temperature=281.439 | max_temperature=457.299 | memory_usage.max=2580.56
step.max=1067 | t_sim.max=0.00026675 | t_step.max=1.09855 | min_pressure=95.4581 | max_pressure=471.456 | min_temperature=283.835 | max_temperature=457.298 | memory_usage.max=2580.56
step.max=1068 | t_sim.max=0.000267 | t_step.max=1.09866 | min_pressure=94.3179 | max_pressure=471.449 | min_temperature=288.983 | max_temperature=457.296 | memory_usage.max=2584.62
step.max=1069 | t_sim.max=0.00026725 | t_step.max=1.09902 | min_pressure=93.186 | max_pressure=471.441 | min_temperature=288.668 | max_temperature=457.295 | memory_usage.max=2584.62
step.max=1070 | t_sim.max=0.0002675 | t_step.max=1.09926 | min_pressure=92.2194 | max_pressure=471.434 | min_temperature=286.146 | max_temperature=457.293 | memory_usage.max=2588.75
step.max=1071 | t_sim.max=0.00026775 | t_step.max=1.0989 | min_pressure=91.6485 | max_pressure=471.427 | min_temperature=283.706 | max_temperature=457.291 | memory_usage.max=2588.75
step.max=1072 | t_sim.max=0.000268 | t_step.max=1.09904 | min_pressure=91.7884 | max_pressure=471.419 | min_temperature=281.827 | max_temperature=457.29 | memory_usage.max=2588.75
step.max=1073 | t_sim.max=0.00026825 | t_step.max=1.09893 | min_pressure=93.0237 | max_pressure=471.412 | min_temperature=281.149 | max_temperature=457.288 | memory_usage.max=2592.5
step.max=1074 | t_sim.max=0.0002685 | t_step.max=1.09923 | min_pressure=95.8037 | max_pressure=471.404 | min_temperature=282.412 | max_temperature=457.286 | memory_usage.max=2592.5
step.max=1075 | t_sim.max=0.00026875 | t_step.max=1.09855 | min_pressure=94.8442 | max_pressure=471.397 | min_temperature=286.28 | max_temperature=457.285 | memory_usage.max=2596.69
step.max=1076 | t_sim.max=0.000269 | t_step.max=1.09836 | min_pressure=93.6924 | max_pressure=471.39 | min_temperature=289.759 | max_temperature=457.283 | memory_usage.max=2598.25
